Agency Code,Unit Code,Unit Name,Program Code,Program Name,Object Code,Object Name,FY 2023 Budget Book Actuals,FY 2024 Budget Book Working,FY 2025 Governors Allowance
D15,A05,"Executive Department-Boards, Commissions and Offices",22,Governor's Grants Office,1,"Salaries, Wages and Fringe Benefits","266,191","284,896","278,303"
D15,A05,"Executive Department-Boards, Commissions and Offices",22,Governor's Grants Office,3,Communications,665,"1,050","1,150"
D15,A05,"Executive Department-Boards, Commissions and Offices",22,Governor's Grants Office,4,Travel,"2,629","2,200","3,000"
D15,A05,"Executive Department-Boards, Commissions and Offices",22,Governor's Grants Office,8,Contractual Services,"90,847","81,422","83,753"
D15,A05,"Executive Department-Boards, Commissions and Offices",22,Governor's Grants Office,9,Supplies and Materials,"2,893","4,800","7,600"
D15,A05,"Executive Department-Boards, Commissions and Offices",22,Governor's Grants Office,13,Fixed Charges,374,558,631
D15,A05,"Executive Department-Boards, Commissions and Offices",23,Public Employee Relations Board,1,"Salaries, Wages and Fringe Benefits","462,555","456,592","1,269,104"
D15,A05,"Executive Department-Boards, Commissions and Offices",23,Public Employee Relations Board,2,Technical and Special Fees,"3,700","8,075","9,200"
D15,A05,"Executive Department-Boards, Commissions and Offices",23,Public Employee Relations Board,3,Communications,"10,715","5,150","15,050"
D15,A05,"Executive Department-Boards, Commissions and Offices",23,Public Employee Relations Board,4,Travel,714,"5,500","12,500"
D15,A05,"Executive Department-Boards, Commissions and Offices",23,Public Employee Relations Board,8,Contractual Services,"12,329","9,417","17,244"
D15,A05,"Executive Department-Boards, Commissions and Offices",23,Public Employee Relations Board,9,Supplies and Materials,962,"1,900","3,400"
D15,A05,"Executive Department-Boards, Commissions and Offices",23,Public Employee Relations Board,10,Equipment - Replacement,0,"1,000","1,000"
D15,A05,"Executive Department-Boards, Commissions and Offices",23,Public Employee Relations Board,11,Equipment - Additional,,,"2,500"
D15,A05,"Executive Department-Boards, Commissions and Offices",23,Public Employee Relations Board,13,Fixed Charges,871,"3,313","5,078"
D15,A05,"Executive Department-Boards, Commissions and Offices",24,Maryland State Board of Contract Appeals,1,"Salaries, Wages and Fringe Benefits","1,278,656","1,700,194","1,605,444"
D15,A05,"Executive Department-Boards, Commissions and Offices",24,Maryland State Board of Contract Appeals,2,Technical and Special Fees,,"6,185",0
D15,A05,"Executive Department-Boards, Commissions and Offices",24,Maryland State Board of Contract Appeals,3,Communications,"1,452","2,940","6,440"
D15,A05,"Executive Department-Boards, Commissions and Offices",24,Maryland State Board of Contract Appeals,4,Travel,76,200,"4,000"
D15,A05,"Executive Department-Boards, Commissions and Offices",24,Maryland State Board of Contract Appeals,7,Motor Vehicle Operation and Maintenance,"8,763","15,480","16,150"
D15,A05,"Executive Department-Boards, Commissions and Offices",24,Maryland State Board of Contract Appeals,8,Contractual Services,"4,221","6,074","5,612"
D15,A05,"Executive Department-Boards, Commissions and Offices",24,Maryland State Board of Contract Appeals,9,Supplies and Materials,"1,586","6,283","4,000"
D15,A05,"Executive Department-Boards, Commissions and Offices",24,Maryland State Board of Contract Appeals,13,Fixed Charges,"3,896","4,236","5,735"
D15,A05,"Executive Department-Boards, Commissions and Offices",25,Governor's Coordinating Offices- Shared Services,1,"Salaries, Wages and Fringe Benefits","591,635","665,639",0
D15,A05,"Executive Department-Boards, Commissions and Offices",25,Governor's Coordinating Offices- Shared Services,3,Communications,"1,998","2,633",0
D15,A05,"Executive Department-Boards, Commissions and Offices",25,Governor's Coordinating Offices- Shared Services,4,Travel,"2,663",500,0
D15,A05,"Executive Department-Boards, Commissions and Offices",25,Governor's Coordinating Offices- Shared Services,8,Contractual Services,"226,339","299,789",0
D15,A05,"Executive Department-Boards, Commissions and Offices",25,Governor's Coordinating Offices- Shared Services,9,Supplies and Materials,246,170,0
D15,A05,"Executive Department-Boards, Commissions and Offices",25,Governor's Coordinating Offices- Shared Services,11,Equipment - Additional,225,,
D15,A05,"Executive Department-Boards, Commissions and Offices",25,Governor's Coordinating Offices- Shared Services,13,Fixed Charges,401,446,0
