Agency Code,Unit Code,Unit Name,Program Code,Program Name,Object Code,Object Name,FY 2023 Budget Book Actuals,FY 2024 Budget Book Working,FY 2025 Governors Allowance
T00,G00,"Division of  Marketing, Tourism, and the Arts",2,Office of Tourism Development,13,Fixed Charges,"39,780","44,344","44,413"
T00,G00,"Division of  Marketing, Tourism, and the Arts",3,Maryland Tourism Development Board,2,Technical and Special Fees,"15,650",,
T00,G00,"Division of  Marketing, Tourism, and the Arts",3,Maryland Tourism Development Board,3,Communications,"47,601","125,100","115,100"
T00,G00,"Division of  Marketing, Tourism, and the Arts",3,Maryland Tourism Development Board,4,Travel,26,,
T00,G00,"Division of  Marketing, Tourism, and the Arts",3,Maryland Tourism Development Board,7,Motor Vehicle Operation and Maintenance,,"1,500","1,500"
T00,G00,"Division of  Marketing, Tourism, and the Arts",3,Maryland Tourism Development Board,8,Contractual Services,"8,457,638","6,527,000","6,527,000"
T00,G00,"Division of  Marketing, Tourism, and the Arts",3,Maryland Tourism Development Board,9,Supplies and Materials,744,,
T00,G00,"Division of  Marketing, Tourism, and the Arts",3,Maryland Tourism Development Board,10,Equipment - Replacement,780,,
T00,G00,"Division of  Marketing, Tourism, and the Arts",3,Maryland Tourism Development Board,12,"Grants, Subsidies, and Contributions","4,285,000","8,850,000","8,850,000"
T00,G00,"Division of  Marketing, Tourism, and the Arts",4,Office of Marketing and Communications,1,"Salaries, Wages and Fringe Benefits","1,850,590","1,814,407","1,882,698"
T00,G00,"Division of  Marketing, Tourism, and the Arts",4,Office of Marketing and Communications,3,Communications,"9,399","17,140","16,140"
T00,G00,"Division of  Marketing, Tourism, and the Arts",4,Office of Marketing and Communications,4,Travel,"16,321","26,475","25,475"
T00,G00,"Division of  Marketing, Tourism, and the Arts",4,Office of Marketing and Communications,7,Motor Vehicle Operation and Maintenance,"10,580","6,300","6,300"
T00,G00,"Division of  Marketing, Tourism, and the Arts",4,Office of Marketing and Communications,8,Contractual Services,"61,640","258,785","158,785"
T00,G00,"Division of  Marketing, Tourism, and the Arts",4,Office of Marketing and Communications,9,Supplies and Materials,"43,587","24,200","22,200"
T00,G00,"Division of  Marketing, Tourism, and the Arts",4,Office of Marketing and Communications,10,Equipment - Replacement,"6,532",,
T00,G00,"Division of  Marketing, Tourism, and the Arts",4,Office of Marketing and Communications,11,Equipment - Additional,523,,
T00,G00,"Division of  Marketing, Tourism, and the Arts",4,Office of Marketing and Communications,12,"Grants, Subsidies, and Contributions","359,250","250,000","250,000"
T00,G00,"Division of  Marketing, Tourism, and the Arts",4,Office of Marketing and Communications,13,Fixed Charges,"22,995","9,250","9,250"
T00,G00,"Division of  Marketing, Tourism, and the Arts",5,Maryland State Arts Council,1,"Salaries, Wages and Fringe Benefits","1,179,115","1,408,962","1,953,251"
T00,G00,"Division of  Marketing, Tourism, and the Arts",5,Maryland State Arts Council,2,Technical and Special Fees,"418,077","554,189","270,730"
T00,G00,"Division of  Marketing, Tourism, and the Arts",5,Maryland State Arts Council,3,Communications,"10,391","15,500","15,500"
T00,G00,"Division of  Marketing, Tourism, and the Arts",5,Maryland State Arts Council,4,Travel,"35,509","64,500","64,500"
T00,G00,"Division of  Marketing, Tourism, and the Arts",5,Maryland State Arts Council,6,Fuel and Utilities,"1,377","4,768","4,768"
T00,G00,"Division of  Marketing, Tourism, and the Arts",5,Maryland State Arts Council,7,Motor Vehicle Operation and Maintenance,786,500,500
T00,G00,"Division of  Marketing, Tourism, and the Arts",5,Maryland State Arts Council,8,Contractual Services,"1,372,457","1,242,324","1,242,324"
T00,G00,"Division of  Marketing, Tourism, and the Arts",5,Maryland State Arts Council,9,Supplies and Materials,"4,782","21,450","21,450"
T00,G00,"Division of  Marketing, Tourism, and the Arts",5,Maryland State Arts Council,10,Equipment - Replacement,,"10,000","10,000"
T00,G00,"Division of  Marketing, Tourism, and the Arts",5,Maryland State Arts Council,11,Equipment - Additional,"3,894",,
T00,G00,"Division of  Marketing, Tourism, and the Arts",5,Maryland State Arts Council,12,"Grants, Subsidies, and Contributions","65,547,316","28,862,669","27,263,640"
T00,G00,"Division of  Marketing, Tourism, and the Arts",5,Maryland State Arts Council,13,Fixed Charges,"78,464","193,800","193,800"
T00,G00,"Division of  Marketing, Tourism, and the Arts",8,Preservation of Cultural Arts Program,12,"Grants, Subsidies, and Contributions","1,605,000","1,300,000","1,300,000"
T00,G00,"Division of  Marketing, Tourism, and the Arts",9,Baltimore Symphony Orchestra (BSO),12,"Grants, Subsidies, and Contributions","1,300,000","1,600,000","900,000"
