Agency Code,Unit Code,Unit Name,Program Code,Program Name,Object Code,Object Name,FY 2023 Budget Book Actuals,FY 2024 Budget Book Working,FY 2025 Governors Allowance
M00,B01,Regulatory Services,3,Office of Health Care Quality,10,Equipment - Replacement,"201,199",0,"17,500"
M00,B01,Regulatory Services,3,Office of Health Care Quality,11,Equipment - Additional,"6,807","17,500","30,000"
M00,B01,Regulatory Services,3,Office of Health Care Quality,12,"Grants, Subsidies, and Contributions","114,880","506,388","506,388"
M00,B01,Regulatory Services,3,Office of Health Care Quality,13,Fixed Charges,"973,149","955,874","1,008,332"
M00,B01,Regulatory Services,4,Health Professional Boards and Commissions,1,"Salaries, Wages and Fringe Benefits","14,541,290","12,178,952","13,950,101"
M00,B01,Regulatory Services,4,Health Professional Boards and Commissions,2,Technical and Special Fees,"3,823,059","1,895,146","950,370"
M00,B01,Regulatory Services,4,Health Professional Boards and Commissions,3,Communications,"323,758","203,106","212,264"
M00,B01,Regulatory Services,4,Health Professional Boards and Commissions,4,Travel,"207,340","476,639","486,223"
M00,B01,Regulatory Services,4,Health Professional Boards and Commissions,7,Motor Vehicle Operation and Maintenance,"382,561","79,152","14,573"
M00,B01,Regulatory Services,4,Health Professional Boards and Commissions,8,Contractual Services,"5,424,728","4,049,058","4,833,567"
M00,B01,Regulatory Services,4,Health Professional Boards and Commissions,9,Supplies and Materials,"278,558","133,034","168,117"
M00,B01,Regulatory Services,4,Health Professional Boards and Commissions,10,Equipment - Replacement,"38,654","34,152","31,156"
M00,B01,Regulatory Services,4,Health Professional Boards and Commissions,11,Equipment - Additional,"168,593","33,383","27,598"
M00,B01,Regulatory Services,4,Health Professional Boards and Commissions,13,Fixed Charges,"1,119,889","827,967","1,059,094"
M00,B01,Regulatory Services,5,Board of Nursing,1,"Salaries, Wages and Fringe Benefits","6,244,251","6,687,666","8,231,097"
M00,B01,Regulatory Services,5,Board of Nursing,2,Technical and Special Fees,"1,018,655","1,320,394","1,549,788"
M00,B01,Regulatory Services,5,Board of Nursing,3,Communications,"269,355","119,927","178,804"
M00,B01,Regulatory Services,5,Board of Nursing,4,Travel,"19,893","23,090","24,170"
M00,B01,Regulatory Services,5,Board of Nursing,7,Motor Vehicle Operation and Maintenance,115,"1,254","1,254"
M00,B01,Regulatory Services,5,Board of Nursing,8,Contractual Services,"1,550,952","976,108","2,997,645"
M00,B01,Regulatory Services,5,Board of Nursing,9,Supplies and Materials,"47,522","66,243","61,060"
M00,B01,Regulatory Services,5,Board of Nursing,10,Equipment - Replacement,0,"34,169","34,169"
M00,B01,Regulatory Services,5,Board of Nursing,11,Equipment - Additional,"11,579","9,579","11,542"
M00,B01,Regulatory Services,5,Board of Nursing,13,Fixed Charges,"388,380","361,517","391,910"
M00,B01,Regulatory Services,6,Maryland Board of Physicians,1,"Salaries, Wages and Fringe Benefits","7,571,304","8,124,465","8,548,697"
M00,B01,Regulatory Services,6,Maryland Board of Physicians,2,Technical and Special Fees,"516,988","641,260","624,434"
M00,B01,Regulatory Services,6,Maryland Board of Physicians,3,Communications,"92,250","73,021","75,742"
M00,B01,Regulatory Services,6,Maryland Board of Physicians,4,Travel,"3,610","12,576","10,944"
M00,B01,Regulatory Services,6,Maryland Board of Physicians,7,Motor Vehicle Operation and Maintenance,"1,642",748,"1,094"
M00,B01,Regulatory Services,6,Maryland Board of Physicians,8,Contractual Services,"1,999,975","2,227,692","1,655,973"
M00,B01,Regulatory Services,6,Maryland Board of Physicians,9,Supplies and Materials,"47,347","56,208","50,777"
M00,B01,Regulatory Services,6,Maryland Board of Physicians,10,Equipment - Replacement,"69,428","61,153","71,003"
M00,B01,Regulatory Services,6,Maryland Board of Physicians,13,Fixed Charges,"509,259","515,787","479,659"
M00,F01,Deputy Secretary for Public Health Services,1,Executive Direction,1,"Salaries, Wages and Fringe Benefits","8,482,882","10,007,835","18,448,974"
M00,F01,Deputy Secretary for Public Health Services,1,Executive Direction,2,Technical and Special Fees,"1,901,713","325,040","1,004,917"
M00,F01,Deputy Secretary for Public Health Services,1,Executive Direction,3,Communications,"177,089","219,500","212,525"
M00,F01,Deputy Secretary for Public Health Services,1,Executive Direction,4,Travel,"54,223","14,465","15,886"
M00,F01,Deputy Secretary for Public Health Services,1,Executive Direction,7,Motor Vehicle Operation and Maintenance,"9,158","15,575","8,818"
M00,F01,Deputy Secretary for Public Health Services,1,Executive Direction,8,Contractual Services,"12,879,248","8,737,427","16,545,725"
M00,F01,Deputy Secretary for Public Health Services,1,Executive Direction,9,Supplies and Materials,"2,064,807","98,363","73,153"
M00,F01,Deputy Secretary for Public Health Services,1,Executive Direction,10,Equipment - Replacement,"36,546","1,079","15,170"
M00,F01,Deputy Secretary for Public Health Services,1,Executive Direction,11,Equipment - Additional,"150,633","11,282","403,951"
M00,F01,Deputy Secretary for Public Health Services,1,Executive Direction,12,"Grants, Subsidies, and Contributions","62,926","10,069","25,000"
M00,F01,Deputy Secretary for Public Health Services,1,Executive Direction,13,Fixed Charges,"381,111","501,434","692,028"
M00,F02,Office of Population Health Improvement,1,Office of Population Health Improvement,1,"Salaries, Wages and Fringe Benefits","1,649,302","1,853,605","1,958,207"
M00,F02,Office of Population Health Improvement,1,Office of Population Health Improvement,2,Technical and Special Fees,"226,387","37,929","55,508"
M00,F02,Office of Population Health Improvement,1,Office of Population Health Improvement,3,Communications,"13,427","13,858","15,761"
M00,F02,Office of Population Health Improvement,1,Office of Population Health Improvement,4,Travel,"13,278","60,100","50,600"
M00,F02,Office of Population Health Improvement,1,Office of Population Health Improvement,8,Contractual Services,"13,086,452","8,477,210","7,921,335"
M00,F02,Office of Population Health Improvement,1,Office of Population Health Improvement,9,Supplies and Materials,"1,215","5,720","3,933"
M00,F02,Office of Population Health Improvement,1,Office of Population Health Improvement,10,Equipment - Replacement,51,"1,200","12,800"
M00,F02,Office of Population Health Improvement,1,Office of Population Health Improvement,11,Equipment - Additional,"6,735",800,0
M00,F02,Office of Population Health Improvement,1,Office of Population Health Improvement,12,"Grants, Subsidies, and Contributions","15,791,628","8,764,422","8,828,336"
M00,F02,Office of Population Health Improvement,1,Office of Population Health Improvement,13,Fixed Charges,"54,645","27,556","30,129"
M00,F02,Office of Population Health Improvement,7,Core Public Health Services,12,"Grants, Subsidies, and Contributions","106,114,571","115,765,573","115,765,573"
M00,F02,Office of Population Health Improvement,49,Local Health,1,"Salaries, Wages and Fringe Benefits","228,813,000","243,266,370","248,745,000"
M00,F02,Office of Population Health Improvement,49,Local Health,2,Technical and Special Fees,"45,500,000","46,411,000","40,317,000"
M00,F02,Office of Population Health Improvement,49,Local Health,3,Communications,"2,626,000","2,680,000","2,651,000"
M00,F02,Office of Population Health Improvement,49,Local Health,4,Travel,"862,000","879,000","1,508,000"
M00,F02,Office of Population Health Improvement,49,Local Health,6,Fuel and Utilities,"942,000","960,000","980,000"
M00,F02,Office of Population Health Improvement,49,Local Health,7,Motor Vehicle Operation and Maintenance,"1,667,000","1,702,997","2,511,000"
M00,F02,Office of Population Health Improvement,49,Local Health,8,Contractual Services,"168,217,000","171,583,000","166,960,000"
M00,F02,Office of Population Health Improvement,49,Local Health,9,Supplies and Materials,"9,311,000","9,496,000","7,484,000"
M00,F02,Office of Population Health Improvement,49,Local Health,10,Equipment - Replacement,"1,895,000","1,932,000","2,485,000"
M00,F02,Office of Population Health Improvement,49,Local Health,11,Equipment - Additional,"1,744,000","1,779,000","2,040,000"
M00,F02,Office of Population Health Improvement,49,Local Health,12,"Grants, Subsidies, and Contributions","389,000","398,000","73,000"
M00,F02,Office of Population Health Improvement,49,Local Health,13,Fixed Charges,"2,637,000","2,756,676","2,874,000"
M00,F03,Prevention and Health Promotion Administration,1,Infectious Disease and Environmental Health Services,1,"Salaries, Wages and Fringe Benefits","32,529,542","36,653,680","40,090,005"
M00,F03,Prevention and Health Promotion Administration,1,Infectious Disease and Environmental Health Services,2,Technical and Special Fees,"8,730,222","3,434,821","3,634,840"
M00,F03,Prevention and Health Promotion Administration,1,Infectious Disease and Environmental Health Services,3,Communications,"304,144","293,958","298,685"
M00,F03,Prevention and Health Promotion Administration,1,Infectious Disease and Environmental Health Services,4,Travel,"210,910","411,171","363,703"
M00,F03,Prevention and Health Promotion Administration,1,Infectious Disease and Environmental Health Services,7,Motor Vehicle Operation and Maintenance,"121,517","194,070","200,046"
M00,F03,Prevention and Health Promotion Administration,1,Infectious Disease and Environmental Health Services,8,Contractual Services,"129,725,098","186,463,265","91,890,958"
M00,F03,Prevention and Health Promotion Administration,1,Infectious Disease and Environmental Health Services,9,Supplies and Materials,"39,826,189","36,501,016","43,502,023"
M00,F03,Prevention and Health Promotion Administration,1,Infectious Disease and Environmental Health Services,10,Equipment - Replacement,"10,511","98,770","108,430"
M00,F03,Prevention and Health Promotion Administration,1,Infectious Disease and Environmental Health Services,11,Equipment - Additional,"598,541","2,236","20,280"
M00,F03,Prevention and Health Promotion Administration,1,Infectious Disease and Environmental Health Services,12,"Grants, Subsidies, and Contributions","34,340,963","39,621,577","39,589,460"
M00,F03,Prevention and Health Promotion Administration,1,Infectious Disease and Environmental Health Services,13,Fixed Charges,"1,128,683","798,575","765,052"
M00,F03,Prevention and Health Promotion Administration,4,Family Health and Chronic Disease Services,1,"Salaries, Wages and Fringe Benefits","18,184,412","21,073,832","24,731,255"
M00,F03,Prevention and Health Promotion Administration,4,Family Health and Chronic Disease Services,2,Technical and Special Fees,"1,255,456","741,718","1,270,781"
M00,F03,Prevention and Health Promotion Administration,4,Family Health and Chronic Disease Services,3,Communications,"78,750","103,004","118,127"
M00,F03,Prevention and Health Promotion Administration,4,Family Health and Chronic Disease Services,4,Travel,"182,567","343,759","261,820"
M00,F03,Prevention and Health Promotion Administration,4,Family Health and Chronic Disease Services,7,Motor Vehicle Operation and Maintenance,624,"1,820","1,831"
M00,F03,Prevention and Health Promotion Administration,4,Family Health and Chronic Disease Services,8,Contractual Services,"201,390,713","184,896,148","206,821,617"
M00,F03,Prevention and Health Promotion Administration,4,Family Health and Chronic Disease Services,9,Supplies and Materials,"963,091","1,726,175","1,695,555"
M00,F03,Prevention and Health Promotion Administration,4,Family Health and Chronic Disease Services,10,Equipment - Replacement,852,"9,424","6,037"
M00,F03,Prevention and Health Promotion Administration,4,Family Health and Chronic Disease Services,11,Equipment - Additional,"135,500","690,293","355,806"
M00,F03,Prevention and Health Promotion Administration,4,Family Health and Chronic Disease Services,12,"Grants, Subsidies, and Contributions","55,112,851","84,394,507","71,913,538"
M00,F03,Prevention and Health Promotion Administration,4,Family Health and Chronic Disease Services,13,Fixed Charges,"72,793","64,592","54,200"
M00,F05,Office of the Chief Medical Examiner,1,Post Mortem Examining Services,1,"Salaries, Wages and Fringe Benefits","11,668,493","16,154,460","16,886,700"
M00,F05,Office of the Chief Medical Examiner,1,Post Mortem Examining Services,2,Technical and Special Fees,"3,329,269","1,863,485","1,791,414"
M00,F05,Office of the Chief Medical Examiner,1,Post Mortem Examining Services,3,Communications,"45,899","50,194","49,746"
M00,F05,Office of the Chief Medical Examiner,1,Post Mortem Examining Services,4,Travel,"1,678","49,857","49,857"
M00,F05,Office of the Chief Medical Examiner,1,Post Mortem Examining Services,6,Fuel and Utilities,"737,626","671,777","729,604"
M00,F05,Office of the Chief Medical Examiner,1,Post Mortem Examining Services,7,Motor Vehicle Operation and Maintenance,"17,952","11,352","14,435"
M00,F05,Office of the Chief Medical Examiner,1,Post Mortem Examining Services,8,Contractual Services,"2,111,717","1,461,910","1,441,789"
M00,F05,Office of the Chief Medical Examiner,1,Post Mortem Examining Services,9,Supplies and Materials,"1,048,466","900,509","892,859"
M00,F05,Office of the Chief Medical Examiner,1,Post Mortem Examining Services,10,Equipment - Replacement,"65,745","323,006","73,030"
M00,F05,Office of the Chief Medical Examiner,1,Post Mortem Examining Services,13,Fixed Charges,"187,056","65,495","69,615"
M00,F06,Office of Preparedness and Response,1,Office of Preparedness and Response,1,"Salaries, Wages and Fringe Benefits","101,114,355","3,305,199","3,748,875"
M00,F06,Office of Preparedness and Response,1,Office of Preparedness and Response,2,Technical and Special Fees,"2,376,115","249,338","223,907"
M00,F06,Office of Preparedness and Response,1,Office of Preparedness and Response,3,Communications,"1,168,001","173,371","79,813"
M00,F06,Office of Preparedness and Response,1,Office of Preparedness and Response,4,Travel,"34,553","65,627","56,333"
M00,F06,Office of Preparedness and Response,1,Office of Preparedness and Response,6,Fuel and Utilities,"617,629","96,341","99,458"
M00,F06,Office of Preparedness and Response,1,Office of Preparedness and Response,7,Motor Vehicle Operation and Maintenance,"18,782",,
M00,F06,Office of Preparedness and Response,1,Office of Preparedness and Response,8,Contractual Services,"341,506,577","20,790,033","8,492,791"
M00,F06,Office of Preparedness and Response,1,Office of Preparedness and Response,9,Supplies and Materials,"3,544,054","19,300","24,335"
M00,F06,Office of Preparedness and Response,1,Office of Preparedness and Response,10,Equipment - Replacement,"4,012","12,890","12,890"
M00,F06,Office of Preparedness and Response,1,Office of Preparedness and Response,11,Equipment - Additional,"82,516","11,933","11,933"
M00,F06,Office of Preparedness and Response,1,Office of Preparedness and Response,12,"Grants, Subsidies, and Contributions","3,710,500","3,710,600","3,770,500"
M00,F06,Office of Preparedness and Response,1,Office of Preparedness and Response,13,Fixed Charges,"6,021,813","4,212,552","4,806,649"
M00,I03,Western Maryland Center,1,Services and Institutional Operations,1,"Salaries, Wages and Fringe Benefits","18,309,406","19,735,955","20,858,184"
M00,I03,Western Maryland Center,1,Services and Institutional Operations,2,Technical and Special Fees,"1,176,706","1,185,078","976,051"
M00,I03,Western Maryland Center,1,Services and Institutional Operations,3,Communications,"32,640","34,843","36,777"
M00,I03,Western Maryland Center,1,Services and Institutional Operations,4,Travel,"8,559","25,163","20,335"
M00,I03,Western Maryland Center,1,Services and Institutional Operations,6,Fuel and Utilities,"542,375","596,196","542,375"
M00,I03,Western Maryland Center,1,Services and Institutional Operations,7,Motor Vehicle Operation and Maintenance,"37,625","21,653","33,338"
M00,I03,Western Maryland Center,1,Services and Institutional Operations,8,Contractual Services,"1,688,540","1,311,392","1,772,688"
M00,I03,Western Maryland Center,1,Services and Institutional Operations,9,Supplies and Materials,"2,170,323","2,786,874","2,638,674"
M00,I03,Western Maryland Center,1,Services and Institutional Operations,10,Equipment - Replacement,"122,285","232,885","89,380"
M00,I03,Western Maryland Center,1,Services and Institutional Operations,11,Equipment - Additional,"56,998","105,596","23,650"
M00,I03,Western Maryland Center,1,Services and Institutional Operations,12,"Grants, Subsidies, and Contributions",74,0,"5,000"
M00,I03,Western Maryland Center,1,Services and Institutional Operations,13,Fixed Charges,"107,094","198,987","126,348"
M00,I04,Deer's Head Center,1,Services and Institutional Operations,1,"Salaries, Wages and Fringe Benefits","18,364,736","19,203,618","20,336,147"
M00,I04,Deer's Head Center,1,Services and Institutional Operations,2,Technical and Special Fees,"1,140,080","1,291,266","957,527"
M00,I04,Deer's Head Center,1,Services and Institutional Operations,3,Communications,"103,790","74,624","100,767"
M00,I04,Deer's Head Center,1,Services and Institutional Operations,4,Travel,"12,463","12,781","7,690"
M00,I04,Deer's Head Center,1,Services and Institutional Operations,6,Fuel and Utilities,"484,082","552,571","484,082"
M00,I04,Deer's Head Center,1,Services and Institutional Operations,7,Motor Vehicle Operation and Maintenance,"6,378","9,464","6,224"
M00,I04,Deer's Head Center,1,Services and Institutional Operations,8,Contractual Services,"1,604,077","1,934,559","1,930,597"
M00,I04,Deer's Head Center,1,Services and Institutional Operations,9,Supplies and Materials,"2,314,378","2,132,939","2,463,731"
M00,I04,Deer's Head Center,1,Services and Institutional Operations,10,Equipment - Replacement,"146,513","70,182","84,360"
M00,I04,Deer's Head Center,1,Services and Institutional Operations,11,Equipment - Additional,"68,857","6,045","2,252"
M00,I04,Deer's Head Center,1,Services and Institutional Operations,12,"Grants, Subsidies, and Contributions",462,,
M00,I04,Deer's Head Center,1,Services and Institutional Operations,13,Fixed Charges,"120,087","143,755","146,684"
M00,J02,Laboratories Administration,1,Laboratory Services,1,"Salaries, Wages and Fringe Benefits","19,456,870","21,664,358","25,176,015"
M00,J02,Laboratories Administration,1,Laboratory Services,2,Technical and Special Fees,"541,557","577,028","726,491"
M00,J02,Laboratories Administration,1,Laboratory Services,3,Communications,"165,778","174,672","178,963"
M00,J02,Laboratories Administration,1,Laboratory Services,4,Travel,"47,000","54,484","74,330"
M00,J02,Laboratories Administration,1,Laboratory Services,6,Fuel and Utilities,"2,444,083","2,534,357","2,247,875"
M00,J02,Laboratories Administration,1,Laboratory Services,7,Motor Vehicle Operation and Maintenance,347,780,902
M00,J02,Laboratories Administration,1,Laboratory Services,8,Contractual Services,"2,845,029","2,591,553","2,975,509"
M00,J02,Laboratories Administration,1,Laboratory Services,9,Supplies and Materials,"7,989,974","7,929,521","8,743,872"
M00,J02,Laboratories Administration,1,Laboratory Services,10,Equipment - Replacement,"354,429","25,501","142,009"
M00,J02,Laboratories Administration,1,Laboratory Services,11,Equipment - Additional,"1,028,322","291,437","1,670,538"
M00,J02,Laboratories Administration,1,Laboratory Services,13,Fixed Charges,"17,232,166","17,307,167","17,300,377"
M00,K01,Deputy Secretary for Behavioral Health,1,Executive Direction,1,"Salaries, Wages and Fringe Benefits","1,098,658","1,038,118","1,111,991"
M00,K01,Deputy Secretary for Behavioral Health,1,Executive Direction,3,Communications,"1,877","2,667","2,140"
M00,K01,Deputy Secretary for Behavioral Health,1,Executive Direction,4,Travel,"5,807","9,000","6,089"
M00,K01,Deputy Secretary for Behavioral Health,1,Executive Direction,8,Contractual Services,"518,229","520,786","514,767"
M00,K01,Deputy Secretary for Behavioral Health,1,Executive Direction,9,Supplies and Materials,"4,239","2,500","4,239"
M00,K01,Deputy Secretary for Behavioral Health,1,Executive Direction,13,Fixed Charges,"3,500","3,764","4,333"
M00,L01,Behavioral Health Administration,1,Program Direction,1,"Salaries, Wages and Fringe Benefits","13,858,793","14,539,049","16,431,271"
M00,L01,Behavioral Health Administration,1,Program Direction,2,Technical and Special Fees,"696,025","717,549","463,866"
M00,L01,Behavioral Health Administration,1,Program Direction,3,Communications,"211,444","103,563","111,810"
M00,L01,Behavioral Health Administration,1,Program Direction,4,Travel,"32,639","40,579","46,737"
M00,L01,Behavioral Health Administration,1,Program Direction,8,Contractual Services,"1,856,933","2,227,181","2,249,967"
M00,L01,Behavioral Health Administration,1,Program Direction,9,Supplies and Materials,"1,450","20,636","5,791"
M00,L01,Behavioral Health Administration,1,Program Direction,10,Equipment - Replacement,"27,660",,
M00,L01,Behavioral Health Administration,1,Program Direction,11,Equipment - Additional,"2,155",,"2,155"
M00,L01,Behavioral Health Administration,1,Program Direction,13,Fixed Charges,"55,163","56,856","58,277"
M00,L01,Behavioral Health Administration,2,Community Services,1,"Salaries, Wages and Fringe Benefits","1,271,846","3,417,069","5,719,024"
M00,L01,Behavioral Health Administration,2,Community Services,2,Technical and Special Fees,"3,648,155","1,848,542","2,251,520"
M00,L01,Behavioral Health Administration,2,Community Services,3,Communications,"8,622","6,192","6,625"
M00,L01,Behavioral Health Administration,2,Community Services,4,Travel,"13,775","16,381","15,163"
M00,L01,Behavioral Health Administration,2,Community Services,8,Contractual Services,"411,250,346","669,155,676","610,643,930"
M00,L01,Behavioral Health Administration,2,Community Services,9,Supplies and Materials,239,600,0
M00,L01,Behavioral Health Administration,2,Community Services,12,"Grants, Subsidies, and Contributions","4,098,399","3,028,304","2,932,821"
M00,L01,Behavioral Health Administration,2,Community Services,13,Fixed Charges,"7,079","2,165","3,418"
M00,L01,Behavioral Health Administration,3,Community Services for Medicaid State Fund Recipients,8,Contractual Services,"63,815,227","91,613,989","84,937,967"
M00,L04,Thomas B. Finan Hospital Center,1,Thomas B. Finan Hospital Center,1,"Salaries, Wages and Fringe Benefits","21,841,955","21,653,362","33,012,750"
M00,L04,Thomas B. Finan Hospital Center,1,Thomas B. Finan Hospital Center,2,Technical and Special Fees,"1,402,999","1,474,339","1,445,646"
M00,L04,Thomas B. Finan Hospital Center,1,Thomas B. Finan Hospital Center,3,Communications,"49,935","50,494","56,656"
M00,L04,Thomas B. Finan Hospital Center,1,Thomas B. Finan Hospital Center,4,Travel,"2,168","1,629",970
M00,L04,Thomas B. Finan Hospital Center,1,Thomas B. Finan Hospital Center,6,Fuel and Utilities,"887,635","824,352","900,411"
M00,L04,Thomas B. Finan Hospital Center,1,Thomas B. Finan Hospital Center,7,Motor Vehicle Operation and Maintenance,"26,535","72,096","71,921"
M00,L04,Thomas B. Finan Hospital Center,1,Thomas B. Finan Hospital Center,8,Contractual Services,"2,900,006","3,283,099","3,325,463"
M00,L04,Thomas B. Finan Hospital Center,1,Thomas B. Finan Hospital Center,9,Supplies and Materials,"871,776","935,970","984,246"
M00,L04,Thomas B. Finan Hospital Center,1,Thomas B. Finan Hospital Center,10,Equipment - Replacement,"21,383","31,654","3,663"
M00,L04,Thomas B. Finan Hospital Center,1,Thomas B. Finan Hospital Center,11,Equipment - Additional,525,,
M00,L04,Thomas B. Finan Hospital Center,1,Thomas B. Finan Hospital Center,13,Fixed Charges,"84,754","73,731","73,561"
M00,L05,Regional Institute for Children and Adolescents-Baltimore,1,Regional Institute for Children and Adolescents-Baltimore,1,"Salaries, Wages and Fringe Benefits","15,538,336","17,248,687","17,705,321"
M00,L05,Regional Institute for Children and Adolescents-Baltimore,1,Regional Institute for Children and Adolescents-Baltimore,2,Technical and Special Fees,"1,744,364","2,128,410","2,119,136"
M00,L05,Regional Institute for Children and Adolescents-Baltimore,1,Regional Institute for Children and Adolescents-Baltimore,3,Communications,"103,116","71,355","84,070"
M00,L05,Regional Institute for Children and Adolescents-Baltimore,1,Regional Institute for Children and Adolescents-Baltimore,4,Travel,"5,396","5,448","3,493"
M00,L05,Regional Institute for Children and Adolescents-Baltimore,1,Regional Institute for Children and Adolescents-Baltimore,6,Fuel and Utilities,"252,486","284,198","269,706"
M00,L05,Regional Institute for Children and Adolescents-Baltimore,1,Regional Institute for Children and Adolescents-Baltimore,7,Motor Vehicle Operation and Maintenance,"19,858","18,913","20,236"
M00,L05,Regional Institute for Children and Adolescents-Baltimore,1,Regional Institute for Children and Adolescents-Baltimore,8,Contractual Services,"3,299,869","3,213,013","3,562,788"
M00,L05,Regional Institute for Children and Adolescents-Baltimore,1,Regional Institute for Children and Adolescents-Baltimore,9,Supplies and Materials,"457,120","498,848","504,662"
M00,L05,Regional Institute for Children and Adolescents-Baltimore,1,Regional Institute for Children and Adolescents-Baltimore,10,Equipment - Replacement,"61,051","14,498","20,544"
M00,L05,Regional Institute for Children and Adolescents-Baltimore,1,Regional Institute for Children and Adolescents-Baltimore,11,Equipment - Additional,"1,619","14,869",0
M00,L05,Regional Institute for Children and Adolescents-Baltimore,1,Regional Institute for Children and Adolescents-Baltimore,13,Fixed Charges,"55,731","38,224","68,491"
